Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000007372_exon_13_5_chr11_-_31834123_31834274	495;347;344;402;314;350	105;117;112;102;134;145	2.608;2.376;2.435;2.597;1.675;2.043	1;1;1;2;2;2	0.684;0.316
ENSG00000007376_exon_1_859_chr16_-_835831_835982	1213;693;836;909;784;590	55;54;98;64;69;73	12.116;10.195;6.742;9.305;8.056;6.832	1;1;1;2;2;2	0.403;0.597
ENSG00000007376_exon_1_909_chr16_-_835881_836032	1686;774;837;1004;809;604	63;102;157;59;82;68	14.824;6.033;4.224;11.129;7.022;7.543	1;1;1;2;2;2	0.118;0.882
ENSG00000007376_exon_1_914_chr16_-_835886_836037	1705;776;848;1006;813;603	63;102;159;61;82;76	14.989;6.048;4.218;10.792;7.055;6.694	1;1;1;2;2;2	0.38;0.62
ENSG00000007376_exon_1_967_chr16_-_835939_836090	1645;747;782;960;795;586	61;120;159;61;82;71	14.91;4.977;3.894;10.302;6.899;6.991	1;1;1;2;2;2	0.99;0.01
ENSG00000007392_exon_1_786_chr16_-_239752_239903	53;79;109;59;74;97	54;48;68;96;28;28	0.538;1.325;1.265;0.406;1.877;2.877	1;1;1;2;2;2	0.981;0.019
ENSG00000007392_exon_1_912_chr16_-_239878_240029	47;77;90;53;65;83	87;60;62;70;55;21	0.301;1.018;1.161;0.497;0.849;3.319	1;1;1;2;2;2	0.042;0.958
ENSG00000007392_exon_1_921_chr16_-_239887_240038	47;77;88;54;65;83	87;60;62;70;56;21	0.301;1.018;1.135;0.506;0.834;3.319	1;1;1;2;2;2	0.432;0.568
ENSG00000007392_exon_1_943_chr16_-_239909_240060	50;77;91;53;63;87	87;60;64;70;61;26	0.322;1.018;1.135;0.497;0.745;2.806	1;1;1;2;2;2	0.984;0.016
ENSG00000007392_exon_1_963_chr16_-_239929_240080	50;76;92;53;63;87	90;60;64;70;61;26	0.312;1.005;1.147;0.497;0.745;2.806	1;1;1;2;2;2	0.357;0.643
ENSG00000007516_exon_34_863_chr16_+_1399241_1399392	1664;1533;1948;1769;1749;1343	160;102;154;75;168;117	5.766;11.954;10.027;15.48;7.455;9.758	1;1;1;2;2;2	0.502;0.498
ENSG00000007516_exon_34_869_chr16_+_1399247_1399398	1955;1637;2091;1931;1889;1436	164;157;155;76;191;131	6.579;8.343;10.688;16.679;7.097;9.252	1;1;1;2;2;2	0.022;0.978
ENSG00000007520_exon_1_113_chr16_-_1399352_1399503	7104;2570;3162;3513;3071;2421	420;410;479;330;418;350	9.38;5.022;5.244;6.995;5.266;5.881	1;1;1;2;2;2	0.096;0.904
ENSG00000007520_exon_1_127_chr16_-_1399366_1399517	7111;2631;3222;3545;3111;2463	424;434;490;341;455;351	9.306;4.86;5.214;6.834;4.907;5.963	1;1;1;2;2;2	0.52;0.48
ENSG00000007520_exon_1_17_chr16_-_1399256_1399407	2332;1774;2267;2171;2091;1596	203;188;170;88;191;131	6.36;7.558;10.57;16.225;7.854;10.286	1;1;1;2;2;2	0.145;0.855
ENSG00000007520_exon_1_63_chr16_-_1399302_1399453	6187;2223;2766;3152;2774;2101	359;285;369;294;320;319	9.564;6.255;5.944;7.059;6.221;5.597	1;1;1;2;2;2	0.215;0.785
ENSG00000007520_exon_1_72_chr16_-_1399311_1399462	6728;2381;2959;3325;2922;2275	374;324;391;313;343;337	9.981;5.894;6.009;6.998;6.101;5.734	1;1;1;2;2;2	0.776;0.224
ENSG00000007541_exon_17_313_chr16_+_633194_633345	161;109;146;155;122;110	42;38;42;55;63;63	2.11;2.312;2.723;1.852;1.4;1.471	1;1;1;2;2;2	0.053;0.947
ENSG00000007541_exon_17_500_chr16_+_633381_633532	111;89;98;93;82;74	43;21;36;37;47;31	1.428;3.323;2.158;1.637;1.249;1.986	1;1;1;2;2;2	0.541;0.459
ENSG00000007541_exon_17_554_chr16_+_633435_633586	183;121;129;139;137;93	83;25;106;81;94;68	1.213;3.782;0.97;1.13;1.041;1.167	1;1;1;2;2;2	0.986;0.014
ENSG00000007541_exon_17_591_chr16_+_633472_633623	206;140;154;160;157;115	91;37;115;77;102;84	1.254;3.043;1.058;1.365;1.107;1.165	1;1;1;2;2;2	0.701;0.299
ENSG00000007541_exon_17_629_chr16_+_633510_633661	180;123;118;126;124;101	98;37;118;74;96;74	1.01;2.668;0.79;1.124;0.928;1.153	1;1;1;2;2;2	0.121;0.879
ENSG00000007541_exon_17_65_chr16_+_632946_633097	176;91;118;148;127;94	18;62;75;58;43;78	5.204;1.169;1.253;1.675;2.114;1.019	1;1;1;2;2;2	0.247;0.753
ENSG00000007541_exon_17_682_chr16_+_633563_633714	181;119;118;124;123;92	82;45;130;60;93;83	1.212;2.115;0.719;1.36;0.95;0.948	1;1;1;2;2;2	0.469;0.531
ENSG00000007541_exon_17_83_chr16_+_632964_633115	193;104;127;178;146;100	45;61;60;30;43;72	2.371;1.363;1.688;3.835;2.428;1.176	1;1;1;2;2;2	0.198;0.802
ENSG00000007545_exon_22_724_chr16_+_1724604_1724755	113;69;91;87;77;61	36;46;41;30;37;98	1.718;1.201;1.745;1.873;1.487;0.527	1;1;1;2;2;2	0.018;0.982
ENSG00000007545_exon_22_771_chr16_+_1724651_1724802	97;63;82;75;70;50	27;46;30;21;37;98	1.974;1.101;2.188;2.294;1.36;0.438	1;1;1;2;2;2	0.047;0.953
ENSG00000007545_exon_22_783_chr16_+_1724663_1724814	93;64;80;72;74;49	38;64;30;31;38;101	1.348;0.798;2.134;1.512;1.396;0.413	1;1;1;2;2;2	0.985;0.015
ENSG00000007923_exon_1_1014_chr1_-_6695240_6695391	94;74;115;66;86;62	54;45;96;41;29;44	0.964;1.313;0.95;1.053;2.09;1.185	1;1;1;2;2;2	0.019;0.981
ENSG00000007923_exon_1_1023_chr1_-_6695249_6695400	106;77;124;77;87;68	57;47;96;32;29;44	1.024;1.305;1.025;1.571;2.113;1.311	1;1;1;2;2;2	0.915;0.085
ENSG00000007923_exon_1_126_chr1_-_6694352_6694503	311;227;284;249;205;191	58;58;177;114;99;65	2.958;3.107;1.271;1.43;1.481;2.47	1;1;1;2;2;2	0.774;0.226
ENSG00000007923_exon_1_1352_chr1_-_6695578_6695729	238;203;205;195;171;165	83;86;120;92;94;81	1.579;1.885;1.357;1.397;1.299;1.714	1;1;1;2;2;2	0.013;0.987
ENSG00000007923_exon_1_1358_chr1_-_6695584_6695735	234;200;202;190;171;164	83;107;120;92;104;81	1.549;1.501;1.337;1.36;1.177;1.704	1;1;1;2;2;2	0.844;0.156
ENSG00000007923_exon_1_175_chr1_-_6694401_6694552	329;243;294;268;221;197	57;82;162;114;104;96	3.178;2.373;1.438;1.537;1.521;1.732	1;1;1;2;2;2	0.989;0.011
ENSG00000007923_exon_1_282_chr1_-_6694508_6694659	230;168;197;138;156;143	31;78;79;84;34;95	4.12;1.728;1.983;1.082;3.268;1.274	1;1;1;2;2;2	0.994;0.006
ENSG00000007923_exon_1_319_chr1_-_6694545_6694696	155;109;127;106;132;97	20;49;57;47;27;78	4.169;1.782;1.751;1.469;3.446;1.05	1;1;1;2;2;2	0.409;0.591
ENSG00000007923_exon_1_394_chr1_-_6694620_6694771	131;79;118;88;83;77	30;43;62;27;43;34	2.419;1.483;1.513;2.098;1.378;1.933	1;1;1;2;2;2	0.607;0.393
ENSG00000007923_exon_1_412_chr1_-_6694638_6694789	128;75;115;80;79;68	25;31;62;27;43;32	2.795;1.888;1.474;1.901;1.316;1.776	1;1;1;2;2;2	0.232;0.768
ENSG00000007923_exon_1_461_chr1_-_6694687_6694838	146;79;121;98;67;76	37;31;62;33;50;46	2.163;2.009;1.552;1.931;0.959;1.389	1;1;1;2;2;2	0.94;0.06
ENSG00000007923_exon_1_495_chr1_-_6694721_6694872	142;86;118;100;64;75	37;31;62;29;57;69	2.098;2.179;1.513;2.235;0.808;0.928	1;1;1;2;2;2	0.061;0.939
ENSG00000007923_exon_1_572_chr1_-_6694798_6694949	197;122;153;145;85;103	50;62;49;63;103;60	2.156;1.562;2.466;1.512;0.591;1.456	1;1;1;2;2;2	0.954;0.046
ENSG00000007923_exon_1_595_chr1_-_6694821_6694972	197;124;165;153;91;103	71;79;76;71;102;76	1.532;1.257;1.726;1.421;0.643;1.152	1;1;1;2;2;2	0.666;0.334
ENSG00000007923_exon_1_602_chr1_-_6694828_6694979	199;125;165;158;90;103	71;79;81;73;126;79	1.549;1.267;1.612;1.42;0.517;1.106	1;1;1;2;2;2	0.535;0.465
ENSG00000007923_exon_1_619_chr1_-_6694845_6694996	195;122;159;155;90;99	63;79;82;67;125;64	1.718;1.238;1.532;1.525;0.521;1.298	1;1;1;2;2;2	0.13;0.87
ENSG00000007923_exon_1_624_chr1_-_6694850_6695001	191;122;153;153;88;93	63;79;82;67;125;64	1.68;1.238;1.473;1.504;0.51;1.224	1;1;1;2;2;2	0.654;0.346
ENSG00000007923_exon_1_754_chr1_-_6694980_6695131	79;68;100;75;46;65	52;46;76;60;75;38	0.836;1.184;1.044;0.827;0.439;1.446	1;1;1;2;2;2	0.41;0.59
ENSG00000007923_exon_1_780_chr1_-_6695006_6695157	88;77;107;80;53;68	40;45;57;60;75;38	1.21;1.381;1.471;0.873;0.51;1.529	1;1;1;2;2;2	0.974;0.026
ENSG00000007923_exon_1_793_chr1_-_6695019_6695170	101;101;140;107;69;102	31;39;67;68;82;38	1.813;2.074;1.657;1.032;0.599;2.284	1;1;1;2;2;2	0.218;0.782
ENSG00000007923_exon_1_875_chr1_-_6695101_6695252	180;164;216;164;137;173	81;66;158;101;50;90	1.233;1.974;1.083;1.071;1.959;1.633	1;1;1;2;2;2	0.802;0.198
ENSG00000007923_exon_1_893_chr1_-_6695119_6695270	177;155;214;162;136;169	81;66;154;101;50;90	1.218;1.859;1.103;1.057;1.946;1.588	1;1;1;2;2;2	0.947;0.053
ENSG00000007923_exon_1_953_chr1_-_6695179_6695330	151;130;173;124;119;140	78;52;165;53;44;73	1.074;2.001;0.835;1.536;1.93;1.629	1;1;1;2;2;2	0.501;0.499
ENSG00000008056_exon_13_236_chrX_-_47478985_47479136	319;219;320;267;223;132	26;62;28;30;21;29	6.714;2.805;8.796;5.731;7.392;3.771	1;1;1;2;2;2	0.587;0.413
ENSG00000008056_exon_13_274_chrX_-_47479023_47479174	501;302;398;373;306;180	38;90;78;57;26;62	7.203;2.678;4.041;4.278;8.269;2.442	1;1;1;2;2;2	0.648;0.352
ENSG00000008056_exon_13_298_chrX_-_47479047_47479198	489;295;386;361;302;175	38;90;69;57;23;62	7.028;2.618;4.41;4.147;9.188;2.378	1;1;1;2;2;2	0.652;0.348
ENSG00000008056_exon_13_325_chrX_-_47479074_47479225	449;261;340;347;253;165	32;77;69;57;20;62	7.564;2.722;3.887;3.981;8.794;2.237	1;1;1;2;2;2	0.568;0.432
ENSG00000008083_exon_22_698_chr6_+_15520996_15521147	474;448;363;540;402;331	59;78;60;83;115;36	4.44;4.601;4.808;4.279;2.509;7.787	1;1;1;2;2;2	0.485;0.515
ENSG00000008083_exon_9_102_chr6_+_15496463_15496614	444;329;394;376;282;321	33;88;140;115;58;29	7.263;2.984;2.234;2.139;3.492;9.186	1;1;1;2;2;2	0.995;0.005
ENSG00000008083_exon_9_22_chr6_+_15496383_15496534	234;172;204;199;159;185	31;62;126;55;50;25	4.179;2.202;1.282;2.37;2.284;6.16	1;1;1;2;2;2	0.906;0.094
ENSG00000008083_exon_9_468_chr6_+_15496829_15496980	233;232;217;212;197;181	32;56;22;29;44;35	4.037;3.302;7.672;4.7;3.201;4.388	1;1;1;2;2;2	0.994;0.006
ENSG00000008083_exon_9_6_chr6_+_15496367_15496518	194;142;170;173;123;137	30;59;114;55;65;25	3.577;1.915;1.18;2.061;1.347;4.588	1;1;1;2;2;2	0.735;0.265
ENSG00000008083_exon_9_84_chr6_+_15496445_15496596	442;329;392;373;282;321	33;88;140;115;58;29	7.245;2.984;2.223;2.121;3.492;9.186	1;1;1;2;2;2	0.397;0.603
ENSG00000008083_exon_9_95_chr6_+_15496456_15496607	442;329;394;375;282;321	33;88;140;115;58;29	7.245;2.984;2.234;2.133;3.492;9.186	1;1;1;2;2;2	0.066;0.934
ENSG00000008128_exon_12_63_chr1_-_1650666_1650817	120;160;173;147;165;209	49;51;110;98;61;143	1.363;2.506;1.248;0.991;1.945;1.24	1;1;1;2;2;2	0.564;0.436
ENSG00000008196_exon_8_129_chr6_+_50810932_50811083	776;636;684;827;585;593	54;98;93;59;49;38	7.884;5.167;5.834;9.17;8.531;13.179	1;1;1;2;2;2	0.483;0.517
ENSG00000008196_exon_8_144_chr6_+_50810947_50811098	779;636;689;838;592;602	54;98;93;59;49;38	7.918;5.167;5.877;9.297;8.628;13.367	1;1;1;2;2;2	0.218;0.782
ENSG00000008196_exon_8_159_chr6_+_50810962_50811113	807;669;723;863;625;631	55;100;93;59;51;38	8.059;5.322;6.164;9.574;8.76;14.017	1;1;1;2;2;2	0.473;0.527
ENSG00000008196_exon_8_194_chr6_+_50810997_50811148	837;677;728;874;639;640	44;96;83;59;39;29	10.49;5.62;6.924;9.689;11.646;18.264	1;1;1;2;2;2	0.833;0.167
ENSG00000008196_exon_8_214_chr6_+_50811017_50811168	842;680;734;865;658;661	44;89;83;49;37;27	10.559;6.098;6.982;11.516;12.622;20.336	1;1;1;2;2;2	0.145;0.855
ENSG00000008196_exon_8_99_chr6_+_50810902_50811053	556;414;436;522;350;373	43;96;68;47;42;32	7.127;3.433;5.058;7.244;5.946;9.635	1;1;1;2;2;2	0.113;0.887
ENSG00000008226_exon_34_649_chr3_+_38164427_38164578	142;110;111;86;90;101	57;61;24;44;44;43	1.376;1.438;3.585;1.275;1.47;1.968	1;1;1;2;2;2	0.455;0.545
ENSG00000008226_exon_34_677_chr3_+_38164455_38164606	153;118;126;89;91;109	61;91;24;49;57;44	1.391;1.037;4.078;1.189;1.152;2.083	1;1;1;2;2;2	0.655;0.345
ENSG00000008283_exon_1_115_chr17_-_61509778_61509929	205;150;216;121;121;98	69;98;125;82;129;111	1.635;1.219;1.371;0.974;0.679;0.747	1;1;1;2;2;2	0.952;0.048
ENSG00000008283_exon_1_171_chr17_-_61509834_61509985	112;98;134;72;74;64	70;94;105;62;105;86	0.885;0.832;1.019;0.768;0.509;0.633	1;1;1;2;2;2	0.916;0.084
ENSG00000008283_exon_1_175_chr17_-_61509838_61509989	93;72;112;42;59;50	55;90;99;48;72;83	0.937;0.64;0.895;0.578;0.587;0.513	1;1;1;2;2;2	0.543;0.457
ENSG00000008283_exon_1_187_chr17_-_61509850_61510001	67;45;66;12;34;32	54;42;95;30;56;62	0.684;0.86;0.552;0.268;0.435;0.435	1;1;1;2;2;2	0.172;0.828
ENSG00000008283_exon_1_55_chr17_-_61509718_61509869	198;148;211;130;127;94	57;69;100;63;113;68	1.919;1.7;1.666;1.361;0.809;1.179	1;1;1;2;2;2	0.938;0.062
ENSG00000008283_exon_1_65_chr17_-_61509728_61509879	201;153;206;132;128;96	68;73;111;84;116;90	1.622;1.681;1.469;1.033;0.794;0.905	1;1;1;2;2;2	0.438;0.562
ENSG00000008283_exon_1_87_chr17_-_61509750_61509901	198;151;200;127;121;94	72;75;111;84;121;107	1.521;1.614;1.425;1;0.723;0.747	1;1;1;2;2;2	0.03;0.97
ENSG00000008300_exon_2_106_chr3_-_48677211_48677362	753;457;621;675;552;605	101;77;39;96;98;64	4.107;4.753;12.449;4.632;4.024;7.926	1;1;1;2;2;2	0.92;0.08
ENSG00000008300_exon_2_114_chr3_-_48677219_48677370	791;486;663;727;577;636	119;78;39;97;96;85	3.672;4.986;13.288;4.937;4.296;6.355	1;1;1;2;2;2	0.042;0.958
ENSG00000008300_exon_2_262_chr3_-_48677367_48677518	859;536;770;887;731;690	49;83;47;79;41;77	9.732;5.16;12.979;7.379;12.699;7.553	1;1;1;2;2;2	0.44;0.56
ENSG00000008300_exon_2_289_chr3_-_48677394_48677545	895;561;775;912;736;693	44;90;39;77;41;76	11.224;4.972;15.536;7.781;12.781;7.689	1;1;1;2;2;2	0.493;0.507
ENSG00000008300_exon_2_340_chr3_-_48677445_48677596	778;457;627;742;637;556	24;90;35;97;53;31	17.637;4.051;14.096;5.036;8.601;14.809	1;1;1;2;2;2	0.011;0.989
ENSG00000008300_exon_2_346_chr3_-_48677451_48677602	774;457;618;737;624;554	24;90;38;97;65;31	17.537;4.051;12.732;5.001;6.891;14.759	1;1;1;2;2;2	0.901;0.099
ENSG00000008300_exon_2_451_chr3_-_48677556_48677707	520;349;444;554;486;373	76;58;63;105;82;45	3.782;4.779;5.589;3.476;4.217;6.946	1;1;1;2;2;2	0.992;0.008
ENSG00000008300_exon_31_135_chr3_-_48694264_48694415	143;100;96;132;87;92	102;55;62;58;106;45	0.776;1.445;1.239;1.488;0.587;1.719	1;1;1;2;2;2	0.121;0.879
ENSG00000008300_exon_31_168_chr3_-_48694297_48694448	106;79;72;107;77;67	87;46;53;63;75;45	0.671;1.384;1.074;1.112;0.734;1.263	1;1;1;2;2;2	0.929;0.071
ENSG00000008300_exon_32_1180_chr3_-_48697498_48697649	167;103;163;181;139;125	28;33;52;65;56;54	3.296;2.456;2.47;1.833;1.789;1.967	1;1;1;2;2;2	0.998;0.002
ENSG00000008300_exon_32_1215_chr3_-_48697533_48697684	236;155;241;250;209;164	53;48;27;102;82;95	2.442;2.587;6.895;1.617;1.821;1.458	1;1;1;2;2;2	0.609;0.391
ENSG00000008300_exon_32_1234_chr3_-_48697552_48697703	280;172;279;296;239;184	56;64;39;117;80;139	2.754;2.132;5.601;1.655;2.126;1.123	1;1;1;2;2;2	0.283;0.717
ENSG00000008300_exon_32_1329_chr3_-_48697647_48697798	255;165;255;260;215;167	67;93;71;127;98;151	2.087;1.418;2.822;1.345;1.571;0.94	1;1;1;2;2;2	0.714;0.286
ENSG00000008300_exon_32_1339_chr3_-_48697657_48697808	276;180;285;294;255;191	78;100;98;118;72;145	1.959;1.432;2.302;1.63;2.514;1.118	1;1;1;2;2;2	0.932;0.068
ENSG00000008300_exon_32_1422_chr3_-_48697740_48697891	214;138;204;212;191;137	43;80;96;84;98;74	2.743;1.385;1.681;1.659;1.399;1.573	1;1;1;2;2;2	0.898;0.102
ENSG00000008300_exon_32_1441_chr3_-_48697759_48697910	164;116;164;164;157;118	32;62;84;70;98;30	2.769;1.489;1.541;1.538;1.151;3.251	1;1;1;2;2;2	0.192;0.808
ENSG00000008300_exon_32_1485_chr3_-_48697803_48697954	152;111;141;148;142;103	29;44;50;60;80;25	2.896;2.024;2.237;1.62;1.269;3.457	1;1;1;2;2;2	0.009;0.991
ENSG00000008300_exon_32_1603_chr3_-_48697921_48698072	215;132;179;230;140;160	71;29;30;55;99;27	1.669;3.571;4.754;2.74;1.017;4.932	1;1;1;2;2;2	0.27;0.73
ENSG00000008300_exon_32_1638_chr3_-_48697956_48698107	231;155;208;241;171;180	65;26;28;52;73;27	1.98;4.647;5.715;3.026;1.663;5.541	1;1;1;2;2;2	0.005;0.995
ENSG00000008300_exon_32_1737_chr3_-_48698055_48698206	355;242;339;409;292;271	69;43;32;57;105;39	2.83;4.503;8.396;4.696;1.99;5.871	1;1;1;2;2;2	0.989;0.011
ENSG00000008300_exon_32_1746_chr3_-_48698064_48698215	362;242;343;403;299;272	69;43;32;57;105;35	2.883;4.503;8.497;4.624;2.042;6.606	1;1;1;2;2;2	0.522;0.478
ENSG00000008300_exon_32_1901_chr3_-_48698219_48698370	512;362;526;559;491;407	95;114;57;111;65;34	2.988;2.542;7.228;3.291;5.348;10.183	1;1;1;2;2;2	0.935;0.065
ENSG00000008300_exon_32_1956_chr3_-_48698274_48698425	505;339;473;522;478;385	101;99;99;130;87;23	2.758;2.731;3.774;2.634;3.918;13.988	1;1;1;2;2;2	0.978;0.022
ENSG00000008300_exon_32_1962_chr3_-_48698280_48698431	472;333;451;481;439;374	101;99;99;140;81;23	2.578;2.677;3.595;2.254;3.861;13.611	1;1;1;2;2;2	0.976;0.024
ENSG00000008300_exon_32_2074_chr3_-_48698392_48698543	472;362;486;445;400;383	87;53;117;157;96;52	2.993;5.441;3.28;1.865;2.974;6.25	1;1;1;2;2;2	0.34;0.66
ENSG00000008300_exon_32_2111_chr3_-_48698429_48698580	368;303;367;347;296;292	64;32;98;110;104;67	3.195;7.387;2.96;2.061;2.035;3.712	1;1;1;2;2;2	0.958;0.042
ENSG00000008300_exon_32_2169_chr3_-_48698487_48698638	299;259;317;306;254;252	70;41;65;82;84;74	2.35;5.065;3.856;2.457;2.155;2.877	1;1;1;2;2;2	0.83;0.17
ENSG00000008300_exon_32_2454_chr3_-_48698772_48698923	278;171;211;223;256;140	38;72;90;146;77;94	3.998;1.908;1.864;1.004;2.364;1.263	1;1;1;2;2;2	0.567;0.433
ENSG00000008300_exon_32_2464_chr3_-_48698782_48698933	286;181;231;241;272;152	38;76;96;136;87;94	4.109;1.917;1.908;1.162;2.23;1.373	1;1;1;2;2;2	0.268;0.732
ENSG00000008300_exon_32_2499_chr3_-_48698817_48698968	265;176;225;230;258;150	38;72;65;112;86;77	3.808;1.962;2.74;1.346;2.138;1.643	1;1;1;2;2;2	0.972;0.028
ENSG00000008300_exon_32_2568_chr3_-_48698886_48699037	271;180;224;235;261;166	56;84;90;100;92;78	2.667;1.711;1.981;1.554;2.031;1.794	1;1;1;2;2;2	0.428;0.572
ENSG00000008300_exon_32_2622_chr3_-_48698940_48699091	174;133;139;167;149;142	32;37;91;20;47;47	3.023;2.898;1.219;5.299;2.268;2.531	1;1;1;2;2;2	0.811;0.189
ENSG00000008300_exon_32_2715_chr3_-_48699033_48699184	240;207;203;273;195;197	36;67;109;51;100;110	3.636;2.445;1.476;3.496;1.398;1.516	1;1;1;2;2;2	0.978;0.022
ENSG00000008300_exon_32_2742_chr3_-_48699060_48699211	243;201;201;271;193;196	18;66;86;51;99;110	7.155;2.413;1.84;3.469;1.399;1.509	1;1;1;2;2;2	0.008;0.992
ENSG00000008300_exon_32_2752_chr3_-_48699070_48699221	243;196;197;267;192;192	18;64;83;51;94;119	7.155;2.43;1.881;3.416;1.464;1.374	1;1;1;2;2;2	0.126;0.874
ENSG00000008300_exon_32_2783_chr3_-_48699101_48699252	222;183;191;244;176;186	18;63;75;50;93;119	6.537;2.312;2.031;3.185;1.356;1.327	1;1;1;2;2;2	0.872;0.128
ENSG00000008300_exon_32_288_chr3_-_48696606_48696757	1168;900;983;1065;1013;691	33;82;158;110;160;71	19.116;8.771;4.927;6.326;4.532;8.241	1;1;1;2;2;2	0.802;0.198
ENSG00000008300_exon_32_2976_chr3_-_48699294_48699445	910;736;887;953;723;711	96;68;76;70;92;90	5.255;8.568;9.268;8.928;5.608;6.682	1;1;1;2;2;2	0.979;0.021
ENSG00000008300_exon_32_2992_chr3_-_48699310_48699461	915;747;900;961;734;728	99;68;73;69;92;83	5.087;8.692;9.668;9.134;5.696;7.456	1;1;1;2;2;2	0.984;0.016
ENSG00000008300_exon_32_305_chr3_-_48696623_48696774	1924;1512;1702;1728;1642;1283	49;127;211;118;263;106	21.79;9.507;6.404;9.579;4.466;10.251	1;1;1;2;2;2	0.978;0.022
ENSG00000008300_exon_32_3097_chr3_-_48699415_48699566	874;686;848;873;701;677	118;61;84;98;95;119	4.089;8.918;7.956;5.865;5.271;4.835	1;1;1;2;2;2	0.38;0.62
ENSG00000008300_exon_32_3153_chr3_-_48699471_48699622	406;337;422;363;318;317	66;33;100;42;44;54	3.371;7.982;3.331;5.626;5.161;4.969	1;1;1;2;2;2	0.841;0.159
ENSG00000008300_exon_32_321_chr3_-_48696639_48696790	1973;1546;1743;1784;1673;1324	71;151;214;118;263;121	15.294;8.199;6.459;9.89;4.551;9.283	1;1;1;2;2;2	0.288;0.712
ENSG00000008300_exon_32_3236_chr3_-_48699554_48699705	261;182;232;212;212;174	108;128;75;76;124;88	1.34;1.141;2.464;1.831;1.231;1.681	1;1;1;2;2;2	0.998;0.002
ENSG00000008300_exon_32_3241_chr3_-_48699559_48699710	258;183;232;213;209;175	108;128;75;76;124;88	1.324;1.147;2.464;1.84;1.209;1.69	1;1;1;2;2;2	0.994;0.006
ENSG00000008300_exon_32_3290_chr3_-_48699608_48699759	186;155;181;163;155;148	115;122;62;43;117;63	0.894;1.015;2.321;2.466;0.95;1.974	1;1;1;2;2;2	0.984;0.016
ENSG00000008300_exon_32_3296_chr3_-_48699614_48699765	184;155;181;163;156;146	115;122;62;43;117;64	0.883;1.015;2.321;2.466;0.955;1.917	1;1;1;2;2;2	0.943;0.057
ENSG00000008300_exon_32_3301_chr3_-_48699619_48699770	167;155;177;153;143;139	109;122;38;43;117;64	0.852;1.015;3.656;2.325;0.88;1.83	1;1;1;2;2;2	0.082;0.918
ENSG00000008300_exon_32_3338_chr3_-_48699656_48699807	176;147;178;159;139;147	117;125;27;72;116;83	0.833;0.941;5.091;1.449;0.864;1.509	1;1;1;2;2;2	0.361;0.639
ENSG00000008300_exon_32_345_chr3_-_48696663_48696814	1983;1562;1770;1829;1712;1360	71;136;216;115;282;122	15.371;9.158;6.497;10.398;4.348;9.451	1;1;1;2;2;2	0.597;0.403
ENSG00000008300_exon_32_396_chr3_-_48696714_48696865	1998;1617;1802;1895;1769;1410	81;146;280;130;315;163	13.682;8.878;5.098;9.546;4.029;7.317	1;1;1;2;2;2	0.991;0.009
ENSG00000008300_exon_32_529_chr3_-_48696847_48696998	308;238;306;312;281;265	28;115;147;72;66;59	6.049;1.662;1.644;2.85;3.02;3.785	1;1;1;2;2;2	0.938;0.062
ENSG00000008300_exon_32_552_chr3_-_48696870_48697021	289;228;280;300;256;246	26;129;147;71;67;79	6.086;1.412;1.507;2.775;2.707;2.625	1;1;1;2;2;2	0.002;0.998
ENSG00000008300_exon_32_568_chr3_-_48696886_48697037	243;188;249;239;220;226	24;127;141;73;38;79	5.504;1.186;1.398;2.148;4.117;2.414	1;1;1;2;2;2	0.016;0.984
ENSG00000008300_exon_32_597_chr3_-_48696915_48697066	250;180;236;214;200;229	20;123;120;80;48;44	6.711;1.169;1.567;1.758;2.981;4.364	1;1;1;2;2;2	0.63;0.37
ENSG00000008300_exon_32_807_chr3_-_48697125_48697276	681;465;584;632;500;487	39;52;55;24;61;72	9.555;7.107;8.335;16.811;5.88;5.724	1;1;1;2;2;2	0.779;0.221
ENSG00000008300_exon_32_846_chr3_-_48697164_48697315	659;460;546;654;504;500	64;46;27;19;83;79	5.711;7.971;15.564;21.774;4.321;5.33	1;1;1;2;2;2	0.053;0.947
ENSG00000008300_exon_32_898_chr3_-_48697216_48697367	679;491;577;635;527;526	65;33;77;21;76;96	5.797;11.598;5.946;19.197;4.93;4.625	1;1;1;2;2;2	0.737;0.263
ENSG00000008300_exon_32_906_chr3_-_48697224_48697375	682;487;577;628;530;522	70;33;78;21;76;96	5.36;11.507;5.864;19.009;4.956;4.584	1;1;1;2;2;2	0.066;0.934
ENSG00000008300_exon_32_915_chr3_-_48697233_48697384	682;489;575;634;530;524	74;37;78;21;76;100	5.088;10.589;5.844;19.166;4.956;4.453	1;1;1;2;2;2	0.893;0.107
ENSG00000008300_exon_32_948_chr3_-_48697266_48697417	630;465;549;588;505;480	77;36;80;21;77;98	4.529;10.356;5.426;17.783;4.667;4.128	1;1;1;2;2;2	0.391;0.609
ENSG00000008323_exon_19_102_chr12_+_6436520_6436671	185;126;149;71;47;68	30;25;83;19;19;43	3.415;3.932;1.416;2.385;1.723;1.343	1;1;1;2;2;2	0.985;0.015
ENSG00000008323_exon_19_15_chr12_+_6436433_6436584	161;151;166;96;51;71	53;50;99;45;44;53	1.666;2.404;1.326;1.397;0.827;1.146	1;1;1;2;2;2	0.245;0.755
